CaseID,par_weight,teen_weight,xspanish,xprimelan,QS1,QS2,P1_A,P1_B,P1_C,P1_D,P1_E,P2_A,P2_B,P2_C,P2_D,P3,P4,P5,P6,P7_A,P7_B,P7_C,P8,P9,P10,P10_1,P11,P11_5,P12_A,P12_B,P12_C,P13_A,P13_B,P13_C,P13_D,P13_E,P14_F,P14_G,P14_H,P15_A,P15_B,P15_C,P15_D,P15_E,QS9,QS10_1,QS10_2,QS10_3,QS10_4,QS10_5,QS10_6,QS10_7,QS10_8,QS10_9,QS10_10,QS10_11,QS10_12,QS10_13,QS10_14,QS10_15,QS10_Refused,QS10_3_Specify,QS10_10_Specify,QS10_14_Specify,QS10_15_Specify,KINTMOB,K2,K3_A,K3_B,K3_C,K3_D,K3_E,K4,K5_A,K5_B,K5_C,K5_D,K5_E,K5_1_A,K5_1_B,K5_1_C,K6_1,K6_2,K6_3,K6_4,K6_5,K6_6,K6_7,K6_8,K7,K8,K8_Refused,KFB1A,KFB1B,KFB1C,K9,KF10_1,KF10_1_Specify,KF10_2,KF10_2_Specify,KF10_3,KF10_3_Specify,KFMEET,KFMEET2_1,KFMEET2_2,KFMEET2_3,KFMEET2_4,KFMEET2_5,KFMEET2_8,KFMEET2_Refused,KFMEET2_8_Specify,KFMEET3,KFR11_A,KFR11_B,KFR11_C,KFR11_D,KFR11_E,KFR11_F,KFR11_G,KFR11_H,KFR11_I,KGAME1,KGAME2,KGAME3_1,KGAME3_2,KGAME3_3,KGAME4,KGAME5_A,KGAME5_B,KGAME5_C,KGAME5_D,KF12,KF13_A,KF13_B,KF13_C,KF13_D,KF13_E,KF13_F,KF13_G,KF13_H,KF13_I,KF13_Specify,KF13_1,KF13_1_Specify,KF13_2,KF13_2_Specify,KF13_3,KF13_3_Specify,KFSNS1_A,KFSNS1_B,KFSNS1_C,KFSNS1_D,KFSNS1_E,KFSNS2_A,KFSNS2_B,KFSNS2_C,KFSNS2_D,KFSNS3_A,KFSNS3_B,KFSNS3_C,KF14,KFSNS4_A,KFSNS4_B,KFSNS4_C,KF15,KDATE1,DT1,DT1A,KR1,REL3,REL3_Refused,KR2,KDATE2_A,KDATE2_B,KDATE2_C,KDATE2_D,KDATE2_E,KDATE2_F,KDATE2_G,KDATE2_H,KDATE2_I,KDATE2_Specify,KR3_A,KR3_B,KR3_C,KR4_1,KR4_2,KR4_3,KR4_4,KR4_5,KR4_6,KR4_7,KR4_Refused,KR4_Specify,KR5,KR6_A,KR6_B,KR6_C,KR6_D,KR6_E,KR6_F,KR6_G,KR6_H,KR6_I,KR7_A,KR7_B,KR7_C,KR7_D,KR7_E,KR7_F,KR7_G,KR7_H,KR7_I,KR7_J,KR8,KR9,KRSNS1_A,KRSNS1_B,KRSNS1_C,KRSNS1_D,KRSNS2_A,KRSNS2_B,KRSNS2_C,KRSNS2_D,KRSNS2_E,KRSNS3_A,KRSNS3_B,KRSNS3_C,REL8_A,REL8_B,REL8_C,REL8_D,REL8_E,KR10_1,KR10_2,KR10_3,KR10_4,KR10_5,KR10_6,KR11_A,KR11_B,KR11_C,KR11_D,KR11_E,KR11_F,KR11_G,KR11_H,KR11_I,KR11_J,KR11_K,KR11_Refused,KR11_Specify,KR12_1,KR12_2,KR12_3,KR12_4,KR12_5,KR12_6,KR12_7,KR12_8,KR12_9,KR12_10,KR12_11,KR12_Refused,KR12_Specify,KR13_A,KR13_B,KR13_C,KR13_D,KR13_E,KR13_F,KRSNS4_A,KRSNS4_B,KRSNS4_C,KRCELL_D,KRCELL_E,DT2_A,DT2_B,DT2_C,DT2_D,DT2_E,DT2_F,DT2_G,DT2_H,DT2_I,DT4,DT4A,KRS,KSO,KSO_Specify,KTG,KEND,Teen_Ethn,Child_age,Child_gender,PPAGE,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET
1670, , ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,12,4,5,2,1,5,1,14,1,1,3,6,1,61,0,0,1,1,3,1,1
1671,1.2837,0.9095,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,3,1, , ,2, ,2, ,2,2,2,2,2,2,1,2,2,1,1,4,3,4,4,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,1,2,1,40,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,1, , ,10, ,-1,1,1, ,4, ,3, ,3,1,0,0,1,0,0,0, ,2,2,2,1,1,3,3,4,2,1,2,1,1,2,2,1,1,1,3,2,4,1,2,2,1,2,2,2,2,2, ,6, ,4, ,1, ,2,3,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,1,1, ,1, , , ,2,1,1,2,2,2,2,1,2, ,2,2,2,1,1,1,0,0,1,0,0, ,2,3,3,1,4,2,4,3,4,4,1,1,2,2,1,2,2,2,2,1,2,1,3,3,3,3,3,3,3,3,1,1,1,2,2,1,1,2,2,1,10,5,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,2,2,2,2,2,2,2,2,1,2,1,1,3,3,3,3,3,3,3,2,4,2,2, ,4,2,4,16,1,45,8,1,4,1,1,5,1,16,1,1,4,9,1,93,0,0,1,1,3,1,1
1672,1.1543,2.1453,1,1,3,3,1,2,2,2,2,1,1,1,1,4,2,2, ,1,1,1,2,2,2, ,1, ,1,1,1,2,1,1,1,2,2,1,1,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,1,1,2,2,1,1,50,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3, , ,130,25,50,1,2, ,1, ,5, ,4,1,0,0,1,0,0,0, ,2,3,2,2,2,2,2,2,2,2,4,4,1,2,2,1,2,2,3,3,1,1,1,2,2,2,2,2,2,2, ,1, ,8,skype,4, ,2,2,2,2,2,2,2,3,2,1,1,1,2,1,2,1,2,1,2,2,4,facebook, ,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,0,0,0,0,0,0,0, ,2,4,2,1,1,1,4,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,3,3,2,2,2,2,2,1,1,2,1,1,2,2,1,7,10,9,2,2,3,1,0,1,0,0,1,0,0,1,0,0,0, ,1,0,1,0,0,1,1,0,1,0,0,0, ,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2, , ,2,2, ,4,2,4,15,2,36,7,1,4,1,1,6,1,10,1,1,3,7,1,74,0,0,2,2,2,1,1
1673,0.8777,0.8057,1,5,2,1,2,2,2,1,1,1,2,1,1,2,1,2, ,1,2,2,1, ,2, ,4, ,1,1, ,2,2,1,1,2, , , ,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,2,2,1,1,1, ,1,2,1,2,2, , , ,1,2,1,2,1,2,1,2,1, , ,-99, ,-99,1,3, ,1, ,4, ,4,1,0,0,0,0,0,0, ,2,2,3,3,2,4,4, ,2,1,2,2,1,2,1,1,3,2,3,3,1,1,2,2,2,2,2,2,1,2, ,1, ,7, ,4, ,3,3,2,3,3,3,2,3,2,2,2,1,2,1,1,2,2,1,2,2,1, , , ,1,1,1,1,2,2,2,1,2, ,2,2,2,0,1,0,1,0,0,0,0, ,2,2,3,3,1,4,3,1,3, ,1,1,1,1,1,2,1,2,2,1,3,2,2,2,3,2,3,3,2,2,2,2,1,1,2,1,1, , ,4,1,2,3,5,5,0,1,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,2,2,2,2,2,2,2,2,2, , ,3,3,3,3,3,3,3,3,3, , ,1,2, ,4,2,1,15,1,35,6,1,1,2,1,5,1,10,1,1,2,3,2,33,0,0,1,1,3,4,1
1675, , ,1,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43,10,3,2,1,1,4,2,17,1,1,1,2,1,23,0,0,1,0,3,1,1
1677,0.2274,0.441,1,5,2,2,1,2,2,1,1,1,1,1,2,3,1,2, ,1,2,1,1, ,2, ,2, ,2,2,2,2,1,1,2,2,2,2,2,3,3,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,2,1,1,40,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,1,5, ,-1,-99, , ,2,1, ,5, ,4, ,3,1,0,0,0,0,0,0, ,2,2,3,2,2,3,3,1,2,2,1,2,1,1,1,1,2,2,2,3,1,2,2,1,1,2,1,2,1,2, ,6, ,4, ,7, ,2,3,2,3,3,2,2,3,2,2,2,2,2,1,2,2,2,1,2,2,1, , , ,1,1,1,2,2,2,2,1,2, ,2,2,2,0,1,0,0,0,0,0,0, ,2,3,3,1,2,3,3,3,3,2,1,1,1,1,2,2,1,2,2,1,3,3,2,2,3,2,3,3,3,2,2,2,1,2,2,1,2,2,2,3,10,4,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,1,0,0,0, ,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3, , ,2,2, ,4,2,1,16,1,49,10,3,5,1,1,5,1,11,1,1,2,3,2,32,0,0,0,2,3,6,1
1678, , ,1,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,41,12,4,1,1,1,8,1,12,1,1,2,3,1,32,1,1,4,0,2,1,0
1679,0.5665,1.2338,1,5,2,2,1,2,2,2,2,1,2,1,2,4,1,3, ,1,2,1,1, ,2, ,2, ,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,1,2,1,20,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1, , ,-99, , ,1,1, ,2, ,6, ,1, , , , , , , , , ,2,3,2,2,4,3,4,3,2,5,1,1,2,2,1,1,2,3,2,2,1,2,1,1,2,2,2,2,2, ,6, ,7, ,1, ,2,3,3,2,2,3,3,3,2,3,2,2,2,1,1,1,2,2, , , , , , ,1,1,1,2,2,2,2,1,2, ,2,2, ,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,2, ,4,2,1,16,1,51,12,4,1,1,1,5,1,13,1,1,3,5,1,54,0,0,1,1,3,1,1
1680, , ,1,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,12,4,1,2,1,5,1,17,1,1,2,3,1,34,0,1,2,0,2,7,1
1681,0.6796,0.9553,1,5,1,1,1,2,1,1,1,1,2,2,1,1,2,2, ,1,2,1,1, ,2, ,2, ,1,1,1,1,1,1,2,1,2,2,1,4,3,4,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , , , ,1,3,1,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1, , ,10, , ,1,1, ,2, ,6, ,3,0,0,0,1,0,0,0, ,2,3,3,3,3,3,3,3,3,3,4,2,1,1,2,1,3,3,3,3,4,1,2,2,2,2,2,2,2,2, ,4, ,6, ,5, ,2,3,3,3,3,2,3,3,2,1,1,1,2,2,2,2,2,2, , , , , , ,2,2,2,2,2,2,2,2,2, ,2,2, ,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,10,5,1,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,2, ,4,1,3,13,2,41,14,4,3,1,1,5,1,17,1,1,3,5,1,54,0,0,1,1,3,1,1
1685,0.6765,0.586,1,5,1,1,1,2,1,1,1,1,2,1,1,2,2,2, ,1,2,1,1, ,2, ,2, ,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,1,1,1,20,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1, , ,-99, , ,3,1, ,4, ,2, ,4,0,0,0,1,0,0,0, ,2,4,3,2,4,4,4,4,4,2,3,2,1,1,1,1,2,2,3,3,3,2,1,1,1,2,2,2,1,2, ,6, ,7, ,1, ,2,3,2,3,3,3,3,3,2,2,2,2,2,1,2,1,2,2, , , , , , ,2,2,2,2,2,2,2,1,2, ,2,1, ,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,10,6,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,2, ,4,2,1,14,1,35,10,3,1,2,0,4,1,13,1,1,4,9,1,93,0,0,1,1,2,7,1
1686,1.3295,1.4247,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,tumblr,5,talk to her,1,1,1,1,1,1,1,1,2,1,1,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,1,1,1,100,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,7, , ,250, , ,3,1, ,3, ,5, ,3,1,0,0,0,0,0,0, ,2,2,3,1,2,3,4,4,3, , , , , , , , , , , ,1,2,2,2,2,2,1,1,1,1,concert,6, ,1, ,7, ,1,3,3,3,3,1,1,3,2,2,2,2,1,1,2,1,2,1,1, ,1, , , ,2,1,1,1,2,1,2,1,2, ,2,2,2,0,1,0,0,0,1,0,0, ,2,2,1,1,1,4,3,1, ,4,1,1,1,1,1,1,1,2,1,1,2,2,1,1,3,2,3,3,4,3,2,2,1,2,2,1,2,2,1,1,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0, ,0,1,1,0,0,0,0,0,0,0,0,0, ,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,4,4,2,2, ,4,2,4,16,2,42,9,2,4,1,1,4,3,12,1,1,4,8,2,84,0,0,1,1,2,1,1
1688,0.9641,0.6975,1,5,1,1,1,1,1,1,1,1,1,1,1,3,2,3, ,1,1,1,2,2,2, ,2, ,2,2,1,1,2,1,1,1,1,1,1,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3, , ,58,12,14,2,2, ,3, ,-1, ,3,1,0,0,0,0,0,0, ,1,2,2,2,3,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2, ,1, ,2, ,5, ,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1, ,3,facebiij, ,1,1,2,1,2,1,2,2,1,2, ,1,1,1,0,1,0,0,0,0,0,0, ,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,10,8,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,2,2,2,5, ,1,2,1,17,1,64,13,4,1,1,1,3,1,16,1,1,1,2,1,22,0,0,0,1,2,1,1
1689,0.7087,0.6974,1,5,1,1,2,2,1,1,2,2,2,2,2,3,1,1,1,1,3,1, , ,2, ,1, ,2,2,2,2,2,1,1,1,2,2,2,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,2,3,2,1,1,2,1,30,1,2,1,2,1,3,3,3,1,2,2,1,2,2,2,2,1, , ,50, , ,3,1, ,6, ,3, ,4,1,0,0,1,0,0,0, ,2,3,1,1,3,3,2,4,2,3,2,2,1,1,1,2,2,1,2,2,3,2,2,2,1,2,2,1,1,2, ,7, ,6, ,5, ,2,3,2,1,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1, ,3,facebook, ,1,1,1,1,1,2,1,1,1,2, ,1,1,1,1,1,1,0,0,0,0,0, ,1,1,1,1,4,4,2,2,2,4,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,8,10,9,5,7,8,1,1,1,0,1,0,0,0,0,0,0,0, ,1,1,1,0,1,0,0,0,0,0,0,0, ,1,1,2,1,2,2,2,2,1,1,2,1,1,3,1,3,3,3,3,3,2,3,1,2, ,4,2,1,17,2,64,9,2,1,1,0,4,1,9,1,1,3,5,1,59,0,0,0,1,3,5,1
1691,0.9353,1.4893,1,5,4,3,1,1,1,1,1,1,1,1,1,3,1,2, ,1,1,1,1,1,2, ,1, ,2,2,2,1,1,1,1,1,2,2,2,2,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,1,2,1,1,1,2,40,2,2,2,2,2,3,3,3,1,1,1,2,1,2,1,1,1, ,-1,160,160,-99,2,1, ,2, ,3, ,1, , , , , , , , , ,1,1,1,2,2,3,4, , , , , , , , , , , , ,5,1,1,1,1,1,2,1,1,2, ,1, ,6, ,7, , , , , , , , , , , , , ,2,1,2,2,1,2, , , , , , , , ,2,2,2,2,2,2,2, ,2, , ,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,10,8,2,7,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,4,2,1,16,2,46,13,4,1,1,1,8,1,17,1,1,2,3,1,35,0,1,1,4,2,1,1
1692,0.7222,0.6329,1,5,1,1,1,2,1,1,1,1,2,1,2,2,2,2, ,2,2,1, , ,2, ,1, ,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,1,1,1,20,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,3, , ,100,-99,-99,2,1, ,2, ,3, ,1, , , , , , , , , ,1,1,1,3,3,2,3,1,3,4,4,1,2,2,2,3,3,3,3,1,1,2,1,2,2,2,1,2,2, ,1, ,6, ,8, ,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2, , , , , , ,1,1,1,2,1,1,2,1,2, ,2,2, ,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,10,10,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,2, ,4,2,1,14,2,50,13,4,1,2,1,4,1,16,1,1,2,3,1,34,0,0,0,1,3,1,1
1694, , ,1,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37,12,4,1,1,1,4,1,15,1,1,4,8,1,88,0,0,2,0,2,1,1
1695,0.7774,0.5515,1,5,1,1,1,1,1,1,2,1,2,1,1,2,2,2, ,2,2,2, , ,2, ,2, ,3,3, ,1,1,3,1,1, , , ,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,4,2,2,2,2,1, ,2,2,2,2,2, , , ,2,2,2,1,2,2,2,2,4, , , , , ,2,3, ,4, ,2, ,3,0,0,0,1,0,0,0, ,2,3,3,3,4,2,3, , , , , , , , , , , , , ,3,1,1,2,1,2,2,1,1,2, ,4, ,7, ,6, , , , , , , , , , , , , ,2, , , ,1,2, , , , , , , , ,2,2,2,2,2,2,2, ,2, , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,3,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,4,2,1,13,1,34,10,3,1,2,0,5,1,12,1,0,2,3,1,31,0,0,2,0,3,1,1
1696, , ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34,10,3,5,1,1,2,1,10,3,1,3,5,1,58,0,0,0,1,1,2,1
1697,0.7599,0.6234,1,5,1,1,2,2,1,1,2,1,2,2,2,4,1,1,1,1,1,1,1,2,2, ,4, ,2,2,2,2,2,1,1,2,2,2,2,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,2,1,1,2,1,30,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1, , ,-99, , ,2,3, ,5, ,1, ,4,1,0,0,0,0,0,0, ,2,3,3,2,1,4,4,2,1, , , , , , , , , , , ,1,1,2,2,1,2,2,2,1,2, ,1, ,6, ,7, ,2,3,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2, , , , , , ,1,1,1,1,2,2,2,1,2, ,1,1, ,1,1,0,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,10,7,3,3,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,2, ,4,2,1,16,2,32,9,2,1,2,1,3,3,7,6,0,3,5,3,58,0,0,0,1,2,7,1
1700, , ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39,9,2,1,2,1,4,1,12,1,0,1,2,2,23,0,0,1,1,2,1,1
1702,1.4269,1.392,1,5,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,Google,1, ,2,2,2,2,2,1,2,2,2,2,1,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,1,2,1,50,1,2,1,2,2,3,3,1,1,1,1,1,1,2,2,2,2, , ,-99,407,300,2,1, ,3, ,2, ,1, , , , , , , , , ,1,1,1,3,4,4,4,1,2,3,2,1,1,1,1,1,3,3,3,1,1,2,1,1,2,2,1,1,2, ,6, ,1, ,4, ,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,1,1, ,1, , , ,1,2,1,2,2,1,2,1,2, ,2,2,2,0,1,0,0,0,0,0,0, ,1,1,1,1,3,4,4,3,4,4,2,1,2,2,2,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,2,1,1,2,2,2,2,2,1,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0, ,0,0,0,0,0,0,0,0,0,0,1,0, ,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,1,2, ,4,2,1,17,1,45,12,4,1,2,1,4,1,19,1,1,3,7,1,74,0,0,0,1,3,7,1
1704,1.0698,0.6394,1,2,1,1,1,2,1,2,2,1,2,1,2,3,2,1,2,1,2,1,1, ,2, ,1, ,2,-1,1,1,1,1,1,1,2,2,1,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,1,2,1,-1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1, , ,-99, , ,1,1, ,4, ,-1, ,2,0,0,0,1,0,0,0, ,2,1,1,1,1,4,4,3,3,1,1,1,1,1,1,1,3,1,3,3,3,1,2,2,1,2,2,1,2,2, ,6, ,-1, ,-1, ,2,3,2,3,3,3,3,3,3,2,1,1,2,1,2,2,2,1,2,1,-1, , , ,2,2,2,2,2,2,2,2,2, ,2,2,2,0,1,0,0,0,0,0,0, ,2,1,1,1,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,4,3,3,3,3,4,4,4,4,4,2,1,2,2,2,2,2,1,-1,-1,4,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0, ,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3, , ,-1,2, ,4,2,4,14,1,35,10,3,4,1,1,4,1,11,1,1,3,7,1,74,0,0,1,1,2,1,1
